address,business_name,categories,price_range,rank,rating,review_count,url
2298 Arthur Kill Rd ,Power House Gym,Gyms,,786,3.5,4,https://www.yelp.com/biz/power-house-gym-staten-island
150 E 57th St Bsmt Midtown East,Health Club,Gyms,,787,0.0,0,https://www.yelp.com/biz/health-club-new-york
136 Park Ave ,ANiMAL CrossFit,Interval Training Gyms,,788,5.0,8,https://www.yelp.com/biz/animal-crossfit-lyndhurst
6 Railroad Way ,PRIME Performance &amp; Development,"Trainers,Gyms,Physical Therapy",,789,5.0,1,https://www.yelp.com/biz/prime-performance-and-development-larchmont
2634 Gerritsen Ave Gerritson Beach,Champions Fitness Center,Gyms,,790,4.0,1,https://www.yelp.com/biz/champions-fitness-center-brooklyn
5614 New Utrecht Ave Borough Park,Ap Fitness,Gyms,,791,0.0,0,https://www.yelp.com/biz/ap-fitness-brooklyn
911 Bergen Ave ,JC HIIT CLUB,"Trainers,Interval Training Gyms,Cardio Classes",,792,2.0,4,https://www.yelp.com/biz/jc-hiit-club-jersey-city
4 48th Ave Hunters Point,Health Club,Gyms,,793,0.0,0,https://www.yelp.com/biz/health-club-long-island-city
350 Broadway Civic Center,Metro Gym,Gyms,,794,2.5,3,https://www.yelp.com/biz/metro-gym-manhattan
40 Riverwalk Pl ,Row House,Gyms,,795,0.0,0,https://www.yelp.com/biz/row-house-west-new-york
15 Jericho Turnpike ,Push Fitness Club,"Gyms,Yoga,Cycling Classes",,796,3.5,100,https://www.yelp.com/biz/push-fitness-club-new-hyde-park
492 Throop Ave Bedford Stuyvesant,I.M FITNESS STUDIO,Gyms,,797,0.0,0,https://www.yelp.com/biz/i-m-fitness-studio-brooklyn
2 Fl Elmhurst,Executive Fitness Wellness Center,Gyms,,798,2.0,13,https://www.yelp.com/biz/executive-fitness-wellness-center-jackson-heights
 TriBeCa,F.FI.T. Life,"Weight Loss Centers,Gyms",,799,0.0,0,https://www.yelp.com/biz/f-fi-t-life-canal-street
208-03 Union Tpke Fresh Meadows,Next Step Health and Fitness,"Gyms,Trainers",,800,5.0,1,https://www.yelp.com/biz/next-step-health-and-fitness-bayside
205 Thorne St ,Derill Sincere,"Trainers,Gyms",,801,0.0,0,https://www.yelp.com/biz/derill-sincere-jersey-city
795 Broadway Greenwich Village,The Fit Cubano: Chris Bailey,"Gyms,Trainers",,802,0.0,0,https://www.yelp.com/biz/the-fit-cubano-chris-bailey-new-york
100 Broadway ,Dawry’s Fitness,"Gyms,Trainers",,803,4.5,4,https://www.yelp.com/biz/dawry-s-fitness-elmwood-park-2
8000 Utopia Pkwy Hillcrest,Carnesecca Arena Gym,Gyms,,804,5.0,2,https://www.yelp.com/biz/carnesecca-arena-gym-jamaica
1 Lincoln Plz Upper West Side,Top of the One Club &amp; Spa,Gyms,,805,0.0,0,https://www.yelp.com/biz/top-of-the-one-club-and-spa-new-york
887 Pelham Parkway ,24 Hour Fitness - Pelham Manor,"Gyms,Trainers",,806,3.0,26,https://www.yelp.com/biz/24-hour-fitness-pelham-manor-pelham-manor
22 W 66th St Upper West Side,My Gym,"Gyms,Kids Activities,Party &amp; Event Planning",,807,4.0,14,https://www.yelp.com/biz/my-gym-new-york-4
120 E Park Ave ,Koko FitClub of Long Beach,Gyms,,808,4.0,14,https://www.yelp.com/biz/koko-fitclub-of-long-beach-long-beach
191 Talmadge Rd ,Zapp Fitness,"Gyms,Yoga",,809,3.5,21,https://www.yelp.com/biz/zapp-fitness-edison
28-32 120th St College Point,TFBL CrossFit,Interval Training Gyms,,810,0.0,0,https://www.yelp.com/biz/tfbl-crossfit-queens
350 Broadway Civic Center,Metro Gym,Gyms,,811,2.5,3,https://www.yelp.com/biz/metro-gym-manhattan
40 Riverwalk Pl ,Row House,Gyms,,812,0.0,0,https://www.yelp.com/biz/row-house-west-new-york
15 Jericho Turnpike ,Push Fitness Club,"Gyms,Yoga,Cycling Classes",,813,3.5,100,https://www.yelp.com/biz/push-fitness-club-new-hyde-park
492 Throop Ave Bedford Stuyvesant,I.M FITNESS STUDIO,Gyms,,814,0.0,0,https://www.yelp.com/biz/i-m-fitness-studio-brooklyn
2 Fl Elmhurst,Executive Fitness Wellness Center,Gyms,,815,2.0,13,https://www.yelp.com/biz/executive-fitness-wellness-center-jackson-heights
 TriBeCa,F.FI.T. Life,"Weight Loss Centers,Gyms",,816,0.0,0,https://www.yelp.com/biz/f-fi-t-life-canal-street
208-03 Union Tpke Fresh Meadows,Next Step Health and Fitness,"Gyms,Trainers",,817,5.0,1,https://www.yelp.com/biz/next-step-health-and-fitness-bayside
205 Thorne St ,Derill Sincere,"Trainers,Gyms",,818,0.0,0,https://www.yelp.com/biz/derill-sincere-jersey-city
795 Broadway Greenwich Village,The Fit Cubano: Chris Bailey,"Gyms,Trainers",,819,0.0,0,https://www.yelp.com/biz/the-fit-cubano-chris-bailey-new-york
100 Broadway ,Dawry’s Fitness,"Gyms,Trainers",,820,4.5,4,https://www.yelp.com/biz/dawry-s-fitness-elmwood-park-2
20 Andrews Dr ,Tribute Strength - CrossFit Woodland Park,"Trainers,Interval Training Gyms",,821,5.0,12,https://www.yelp.com/biz/tribute-strength-crossfit-woodland-park-woodland-park-3
28 East 72nd St Upper East Side,Boaz Studios,"Pilates,Trainers,Interval Training Gyms",,822,0.0,0,https://www.yelp.com/biz/boaz-studios-new-york
76 Beaver St Financial District,Wall Street Boxing Fitness,Gyms,,823,0.0,0,https://www.yelp.com/biz/wall-street-boxing-fitness-new-york
169 Halsey St ,CKO Kickboxing Newark,"Boxing,Kickboxing,Gyms",,824,5.0,6,https://www.yelp.com/biz/cko-kickboxing-newark-newark-2
606 Columbus Ave Upper West Side,Columbus Gym,"Gyms,Summer Camps",,825,0.0,0,https://www.yelp.com/biz/columbus-gym-new-york
566 S Broad St ,Volt Fitness,"Gyms,Trainers",,826,4.5,10,https://www.yelp.com/biz/volt-fitness-glen-rock
87 Worth St TriBeCa,SLT Tribeca,"Pilates,Gyms,Trainers",,827,3.5,7,https://www.yelp.com/biz/slt-tribeca-new-york
1865 Springfield Ave ,Wolfpack Fitness,"Gyms,Trainers",,828,0.0,0,https://www.yelp.com/biz/wolfpack-fitness-maplewood
2-22 Banta Place ,Escape Fitness of Fair Lawn,Gyms,,829,5.0,1,https://www.yelp.com/biz/escape-fitness-of-fair-lawn-fair-lawn
6900 Park Ave ,Pac Fitness NJ,"Trainers,Gyms",,830,0.0,0,https://www.yelp.com/biz/pac-fitness-nj-guttenberg
20 Meadowlands Pkwy ,Retro Fitness,Gyms,,831,2.0,31,https://www.yelp.com/biz/retro-fitness-secaucus
251 S Central Ave ,Snap Fitness,"Gyms,Weight Loss Centers,Trainers",,832,5.0,4,https://www.yelp.com/biz/snap-fitness-hartsdale
814 High Mountain Rd ,Anatomy 201,"Nutritionists,Trainers,Gyms",,833,5.0,2,https://www.yelp.com/biz/anatomy-201-franklin-lakes
92 NJ 23 N ,UFC GYM Riverdale,"Martial Arts,Gyms,Trainers",,834,5.0,5,https://www.yelp.com/biz/ufc-gym-riverdale-riverdale
1231 Edward L Grant Hwy High Bridge,Retro Fitness,Gyms,,835,2.0,5,https://www.yelp.com/biz/retro-fitness-bronx-2
11412 Beach Channel Dr Rockaway Park,Harbor Health &amp; Fitness,Gyms,,836,0.0,0,https://www.yelp.com/biz/harbor-health-and-fitness-rockaway-park
495 Kearny Ave ,WolfPack Fitness,"Gyms,Trainers",,837,4.5,2,https://www.yelp.com/biz/wolfpack-fitness-kearny
511 Albany Ave Wingate,Pt Xpress Fitnes,Gyms,,838,0.0,0,https://www.yelp.com/biz/pt-xpress-fitnes-brooklyn
608 5th Ave Midtown West,Gupta Mahesh K,Gyms,,839,0.0,0,https://www.yelp.com/biz/gupta-mahesh-k-new-york
100 N Oceanside Rd ,Crossfit The Rock,"Gyms,Trainers",,840,5.0,5,https://www.yelp.com/biz/crossfit-the-rock-rockville-centre-2
283 Columbia Ave ,VIP Group Fitness,"Trainers,Gyms,Weight Loss Centers",,841,5.0,8,https://www.yelp.com/biz/vip-group-fitness-cliffside-park
1703 Jerome Ave Mount Hope,Johns Boxing gym,"Gyms,Boxing,Trainers",,842,3.5,4,https://www.yelp.com/biz/johns-boxing-gym-bronx
103 N Summit St ,Retro Fitness,Gyms,,843,3.0,26,https://www.yelp.com/biz/retro-fitness-tenafly
2537 Cropsey Ave Bath Beach,Skifter Fitness,"Trainers,Gyms",,844,5.0,3,https://www.yelp.com/biz/skifter-fitness-gravesend
220 Rivervale Rd ,Absolute Fitness,Gyms,,845,5.0,1,https://www.yelp.com/biz/absolute-fitness-rivervale
1133 Westchester Ave ,The Arena,"Gyms,Trainers",,846,4.5,4,https://www.yelp.com/biz/the-arena-white-plains
88 Park Ave ,Krank Systems Training,"Gyms,Trainers",,847,4.5,12,https://www.yelp.com/biz/krank-systems-training-nutley-3
18 W 18th St Flatiron,Steve Sweat NYC,Gyms,,848,4.0,2,https://www.yelp.com/biz/steve-sweat-nyc-new-york
34 Commerce Way ,FemmeFitness,"Gyms,Trainers,Yoga",,849,4.5,18,https://www.yelp.com/biz/femmefitness-hackensack
65 Broadway Financial District,Genesis Wellness Group,"Trainers,Gyms",,850,0.0,0,https://www.yelp.com/biz/genesis-wellness-group-new-york
20 Meadowlands Pkwy ,Retro Fitness,Gyms,,851,2.0,31,https://www.yelp.com/biz/retro-fitness-secaucus
6900 Park Ave ,Pac Fitness NJ,"Trainers,Gyms",,852,0.0,0,https://www.yelp.com/biz/pac-fitness-nj-guttenberg
3853 12th St Long Island City,Poseidon Athletics - Temp. CLOSED,"Gyms,Sports Clubs,Trainers",,853,5.0,12,https://www.yelp.com/biz/poseidon-athletics-queens-2
251 S Central Ave ,Snap Fitness,"Gyms,Weight Loss Centers,Trainers",,854,5.0,4,https://www.yelp.com/biz/snap-fitness-hartsdale
423 W 55th St Hell's Kitchen,Planet Fitness - Temp. CLOSED,Gyms,,855,3.0,146,https://www.yelp.com/biz/planet-fitness-new-york-32
814 High Mountain Rd ,Anatomy 201,"Nutritionists,Trainers,Gyms",,856,5.0,2,https://www.yelp.com/biz/anatomy-201-franklin-lakes
92 NJ 23 N ,UFC GYM Riverdale,"Martial Arts,Gyms,Trainers",,857,5.0,5,https://www.yelp.com/biz/ufc-gym-riverdale-riverdale
11412 Beach Channel Dr Rockaway Park,Harbor Health &amp; Fitness,Gyms,,858,0.0,0,https://www.yelp.com/biz/harbor-health-and-fitness-rockaway-park
1231 Edward L Grant Hwy High Bridge,Retro Fitness,Gyms,,859,2.0,5,https://www.yelp.com/biz/retro-fitness-bronx-2
511 Albany Ave Wingate,Pt Xpress Fitnes,Gyms,,860,0.0,0,https://www.yelp.com/biz/pt-xpress-fitnes-brooklyn
61-18 190th St Fresh Meadows,Body By Berle Personal Training Center,"Trainers,Gyms,Weight Loss Centers",,861,3.5,10,https://www.yelp.com/biz/body-by-berle-personal-training-center-fresh-meadows-2
6 Kingsbridge Rd ,JD Core Training,"Trainers,Boot Camps,Interval Training Gyms",,862,5.0,8,https://www.yelp.com/biz/jd-core-training-fairfield
92-12 147th Pl Jamaica,Kt Fitness Club,Gyms,,863,5.0,1,https://www.yelp.com/biz/kt-fitness-club-jamaica
47 W 14th St Flatiron,24/7 Fitness Club,Gyms,,864,0.0,0,https://www.yelp.com/biz/24-7-fitness-club-manhattan
1085 Northern Blvd ,SLT Roslyn,"Gyms,Pilates,Trainers",,865,5.0,5,https://www.yelp.com/biz/slt-roslyn-roslyn
600 Main St ,Woodbridge Community Center,"Mini Golf,Gyms,Skating Rinks",,866,3.0,23,https://www.yelp.com/biz/woodbridge-community-center-woodbridge
3775 Park Ave ,Retro Fitness,Gyms,,867,4.0,22,https://www.yelp.com/biz/retro-fitness-edison
343 Main St ,E S Body Fitness Gym,"Gyms,Trainers",,868,5.0,3,https://www.yelp.com/biz/e-s-body-fitness-gym-hackensack-2
18 Pollit Dr ,Retro Fitness,"Gyms,Juice Bars &amp; Smoothies,Trainers",$,869,4.0,38,https://www.yelp.com/biz/retro-fitness-fair-lawn-2
12 Jefferson Blvd Annadale,Rustam’s Boxing Club,"Gyms,Sports Clubs,Boxing",,870,5.0,4,https://www.yelp.com/biz/rustams-boxing-club-staten-island
3775 Park Ave ,Retro Fitness,Gyms,,871,4.0,22,https://www.yelp.com/biz/retro-fitness-edison
343 Main St ,E S Body Fitness Gym,"Gyms,Trainers",,872,5.0,3,https://www.yelp.com/biz/e-s-body-fitness-gym-hackensack-2
18 Pollit Dr ,Retro Fitness,"Gyms,Juice Bars &amp; Smoothies,Trainers",$,873,4.0,38,https://www.yelp.com/biz/retro-fitness-fair-lawn-2
12 Jefferson Blvd Annadale,Rustam’s Boxing Club,"Gyms,Sports Clubs,Boxing",,874,5.0,4,https://www.yelp.com/biz/rustams-boxing-club-staten-island
204 Jericho Tpke ,Supreme Fitness,"Gyms,Trainers,Boxing",,875,5.0,4,https://www.yelp.com/biz/supreme-fitness-floral-park
60 Saddle River Ave ,Powerhouse Gym,Gyms,,876,3.5,28,https://www.yelp.com/biz/powerhouse-gym-south-hackensack
241 North Ave W ,Westfield Fitness Studio,Gyms,,877,5.0,3,https://www.yelp.com/biz/westfield-fitness-studio-westfield
151 W 26th St Chelsea,Phoenyx Fitness,"Trainers,Gyms",,878,4.0,10,https://www.yelp.com/biz/phoenyx-fitness-new-york-2
320 Springfield Ave ,Vita Athletics,"Trainers,Gyms",,879,5.0,3,https://www.yelp.com/biz/vita-athletics-summit
219-07 Hempstead Ave Queens Village,Eastern Queens Boxing Club,"Gyms,Boxing",,880,4.5,19,https://www.yelp.com/biz/eastern-queens-boxing-club-queens-village-2
475 Blvd ,Achieve 24 Fitness,Gyms,,881,3.0,25,https://www.yelp.com/biz/achieve-24-fitness-elmwood-park-3
505 8th Ave Midtown West,Town Sports International,Gyms,,882,1.0,23,https://www.yelp.com/biz/town-sports-international-new-york-3
277 Eisenhower Pkwy ,Fitness 1440,"Gyms,Yoga,Boot Camps",,883,4.0,6,https://www.yelp.com/biz/fitness-1440-livingston
356 Hempstead Ave ,Fitness 19 Malverne,"Trainers,Circuit Training Gyms,Yoga",,884,3.0,31,https://www.yelp.com/biz/fitness-19-malverne-malverne-2
1645 Decatur St Ridgewood,Crossfit Bridge and Tunnel,Interval Training Gyms,,885,3.5,5,https://www.yelp.com/biz/crossfit-bridge-and-tunnel-queens
524 E 72nd St Ph 3 Upper East Side,Belaire Health Club,Gyms,,886,0.0,0,https://www.yelp.com/biz/belaire-health-club-new-york
242 Main St ,Isabella Fitness,"Trainers,Interval Training Gyms",,887,5.0,5,https://www.yelp.com/biz/isabella-fitness-sayreville
156 Algonquin Pkwy ,Whippany Athletic Club,"Gyms,Boxing,Trainers",,888,5.0,3,https://www.yelp.com/biz/whippany-athletic-club-whippany-2
1447 Northern Blvd ,The Fitness Loft Manhasset,"Gyms,Trainers,Boot Camps",,889,3.5,38,https://www.yelp.com/biz/the-fitness-loft-manhasset-manhasset
24 Jericho Tpke ,Gracie Barra Long Island,"Martial Arts,Gyms,Trainers",,890,5.0,4,https://www.yelp.com/biz/gracie-barra-long-island-new-hyde-park-2
92-12 147th Pl Jamaica,Kt Fitness Club,Gyms,,891,5.0,1,https://www.yelp.com/biz/kt-fitness-club-jamaica
47 W 14th St Flatiron,24/7 Fitness Club,Gyms,,892,0.0,0,https://www.yelp.com/biz/24-7-fitness-club-manhattan
600 Main St ,Woodbridge Community Center,"Mini Golf,Gyms,Skating Rinks",,893,3.0,23,https://www.yelp.com/biz/woodbridge-community-center-woodbridge
1085 Northern Blvd ,SLT Roslyn,"Gyms,Pilates,Trainers",,894,5.0,5,https://www.yelp.com/biz/slt-roslyn-roslyn
3775 Park Ave ,Retro Fitness,Gyms,,895,4.0,22,https://www.yelp.com/biz/retro-fitness-edison
343 Main St ,E S Body Fitness Gym,"Gyms,Trainers",,896,5.0,3,https://www.yelp.com/biz/e-s-body-fitness-gym-hackensack-2
30 Broad St Financial District,New York Sports Clubs - Temp. CLOSED,"Gyms,Sports Clubs,Trainers",,897,2.5,130,https://www.yelp.com/biz/new-york-sports-clubs-new-york-65
18 Pollit Dr ,Retro Fitness,"Gyms,Juice Bars &amp; Smoothies,Trainers",$,898,4.0,38,https://www.yelp.com/biz/retro-fitness-fair-lawn-2
12 Jefferson Blvd Annadale,Rustam’s Boxing Club,"Gyms,Sports Clubs,Boxing",,899,5.0,4,https://www.yelp.com/biz/rustams-boxing-club-staten-island
66 Boerum Pl Brooklyn Heights,Planet Fitness - Temp. CLOSED,Gyms,,900,3.0,26,https://www.yelp.com/biz/planet-fitness-brooklyn-17
125 Marshall St ,Sky Performance,"Gyms,Trainers",,901,0.0,0,https://www.yelp.com/biz/sky-performance-hoboken
94 North Ave ,Active Life Fitness,"Trainers,Gyms",,902,5.0,3,https://www.yelp.com/biz/active-life-fitness-garwood
405 1/2 Bloomfield Ave ,Turbo Personal Training &amp; Nutrition,"Trainers,Gyms,Nutritionists",,903,4.5,16,https://www.yelp.com/biz/turbo-personal-training-and-nutrition-caldwell
354 Lincoln Ave ,Life Building Fitness,"Trainers,Gyms",,904,5.0,5,https://www.yelp.com/biz/life-building-fitness-hawthorne
22 W 19th St Flatiron,Gore’s Core Fitness,"Interval Training Gyms,Circuit Training Gyms",,905,0.0,0,https://www.yelp.com/biz/gores-core-fitness-new-york-2
1192 Liberty Ave ,Secret Formula Fitness,"Gyms,Weight Loss Centers",,906,4.5,8,https://www.yelp.com/biz/secret-formula-fitness-hillside-2
380 Rector Pl Battery Park,Milstein Properties-Club 38,Gyms,,907,0.0,0,https://www.yelp.com/biz/milstein-properties-club-38-new-york
471 Cortlandt St ,Signature Fitness,Gyms,,908,3.0,60,https://www.yelp.com/biz/signature-fitness-belleville
175 Memorial Hwy ,New York Fitness Professionals,"Weight Loss Centers,Trainers,Gyms",,909,5.0,4,https://www.yelp.com/biz/new-york-fitness-professionals-new-rochelle
1053 West Boston Post Rd ,Equinox Mamaroneck,"Gyms,Day Spas,Sports Clubs",$$$,910,3.5,20,https://www.yelp.com/biz/equinox-mamaroneck-mamoroneck
203 E 86th St Yorkville,Pure Yoga,"Gyms,Sports Clubs,Day Spas",$$$,911,3.5,117,https://www.yelp.com/biz/pure-yoga-new-york
3295 Amboy Rd Bay Terrace,Breakthrough Fitness,Gyms,,912,5.0,1,https://www.yelp.com/biz/breakthrough-fitness-staten-island-2
24 Cobek Ct Brighton Beach,Fight Factory,"Martial Arts,Boxing,Gyms",,913,4.0,8,https://www.yelp.com/biz/fight-factory-brooklyn
104 Delancey St Lower East Side,Ludlow Exercise Studio,Gyms,,914,0.0,0,https://www.yelp.com/biz/ludlow-exercise-studio-new-york
333 Earle Ovington Blvd ,Omni Fitness Center,"Gyms,Trainers,Life Coach",,915,5.0,4,https://www.yelp.com/biz/omni-fitness-center-uniondale
203 Birch Hill Rd ,Elite Fitness,Gyms,,916,3.5,3,https://www.yelp.com/biz/elite-fitness-locust-valley
150 Sylvan Ave ,24 Hour Fitness - Englewood Cliffs,"Gyms,Trainers",,917,2.5,56,https://www.yelp.com/biz/24-hour-fitness-englewood-cliffs-englewood-cliffs
636 Broadway NoHo,Goldfish Fitness,"Trainers,Gyms,Yoga",,918,0.0,0,https://www.yelp.com/biz/goldfish-fitness-new-york-2
345 N Ave ,Fitness Inc Training Studios,"Gyms,Trainers",,919,5.0,6,https://www.yelp.com/biz/fitness-inc-training-studios-garwood-2
90 Northern Blvd ,Equinox Roslyn,"Gyms,Day Spas,Sports Clubs",$$$,920,3.5,19,https://www.yelp.com/biz/equinox-roslyn-roslyn
345 N Ave ,Fitness Inc Training Studios,"Gyms,Trainers",,921,5.0,6,https://www.yelp.com/biz/fitness-inc-training-studios-garwood-2
90 Northern Blvd ,Equinox Roslyn,"Gyms,Day Spas,Sports Clubs",$$$,922,3.5,19,https://www.yelp.com/biz/equinox-roslyn-roslyn
430 Doughty Blvd C ,5 Towns CrossFit,"Gyms,Gymnastics,Sports Clubs",,923,3.5,5,https://www.yelp.com/biz/5-towns-crossfit-inwood
2486 Coney Island Ave Gravesend,Sedona Fitness For Women,"Trainers,Gyms,Dance Studios",,924,2.5,9,https://www.yelp.com/biz/sedona-fitness-for-women-brooklyn
830B Atlantic Ave ,Synergy Fitness Club,"Gyms,Trainers",,925,3.5,29,https://www.yelp.com/biz/synergy-fitness-club-baldwin
134 W 29th St Chelsea,Body Whisper NYC,Gyms,,926,0.0,0,https://www.yelp.com/biz/body-whisper-nyc-new-york
1815 215th St Bay Terrace,Towers At Water’s Edge Health Club,Gyms,,927,2.5,3,https://www.yelp.com/biz/towers-at-waters-edge-health-club-flushing
111 Vervalen St ,Orangetheory Fitness Closter,"Boot Camps,Gyms,Trainers",,928,4.0,38,https://www.yelp.com/biz/orangetheory-fitness-closter-closter
574 Newark Pompton Turnpike ,Krank Pompton,"Trainers,Boot Camps,Gyms",,929,5.0,3,https://www.yelp.com/biz/krank-pompton-pompton-plains
206 Pegasus Ave ,Noskov Fitness - CrossFit Northvale,"Trainers,Interval Training Gyms",,930,4.5,6,https://www.yelp.com/biz/noskov-fitness-crossfit-northvale-northvale-5
76-46 164th St Flushing,Better Body Bootcamp - Fresh Meadows,"Gyms,Boot Camps",,931,0.0,0,https://www.yelp.com/biz/better-body-bootcamp-fresh-meadows-fresh-meadows
113 4 Avenue 13 St Union Square,The Union Square Sports Club,Gyms,,932,0.0,0,https://www.yelp.com/biz/the-union-square-sports-club-new-york
7 Roselle St ,CrossFit 516,"Interval Training Gyms,Trainers",,933,5.0,15,https://www.yelp.com/biz/crossfit-516-mineola
37 W 39th St Midtown West,Monkey Gym,Gyms,,934,0.0,0,https://www.yelp.com/biz/monkey-gym-new-york
381 State Rt 23 ,Spa 23 Fitness and Lifestyle,Gyms,,935,3.5,43,https://www.yelp.com/biz/spa-23-fitness-and-lifestyle-pompton-plains
39 Myrtle St ,X-tra Mile Fitness,"Boot Camps,Gyms,Trainers",,936,5.0,5,https://www.yelp.com/biz/x-tra-mile-fitness-cranford
1574 Rt 23N ,Innovation Fitness Solutions,"Trainers,Weight Loss Centers,Gyms",,937,5.0,3,https://www.yelp.com/biz/innovation-fitness-solutions-butler
319 Franklin Ave ,Koko FitClub of Wyckoff,"Gyms,Trainers",,938,5.0,2,https://www.yelp.com/biz/koko-fitclub-of-wyckoff-wyckoff-2
2020 Jericho Turnpike ,UFC GYM Long Island,"Gyms,Martial Arts,Trainers",,939,3.0,189,https://www.yelp.com/biz/ufc-gym-long-island-new-hyde-park
409 Cedar Ln ,OnPoint Fitness Studio,"Trainers,Gyms,Weight Loss Centers",,940,5.0,2,https://www.yelp.com/biz/onpoint-fitness-studio-teaneck
1044 41st Ave Long Island City,Police Athletic League,Gyms,,941,0.0,0,https://www.yelp.com/biz/police-athletic-league-long-island-city
90 Park Ave Murray Hill,Park Av Executive Fitness,Gyms,,942,0.0,0,https://www.yelp.com/biz/park-av-executive-fitness-new-york
3030 Broadway Morningside Heights,Francis S. Levien Gymnasium,Gyms,,943,0.0,0,https://www.yelp.com/biz/francis-s-levien-gymnasium-new-york
1624 St George Ave ,24 Hour Fitness - Woodbridge Township Super-Sport,"Gyms,Trainers",,944,3.5,18,https://www.yelp.com/biz/24-hour-fitness-woodbridge-township-super-sport-avenel
8224 Northern Blvd Jackson Heights,Fitness Domain,Gyms,,945,0.0,0,https://www.yelp.com/biz/fitness-domain-jackson-heights
2 Baltimore St ,Crossfit Nutley,Interval Training Gyms,,946,5.0,3,https://www.yelp.com/biz/crossfit-nutley-nutley
1455 Rt 35 ,Retro Fitness,Gyms,,947,4.0,13,https://www.yelp.com/biz/retro-fitness-middletown
68 River Rd ,Equinox Summit,"Gyms,Day Spas,Sports Clubs",$$$$,948,3.0,48,https://www.yelp.com/biz/equinox-summit-summit
47 W Broadway TriBeCa,Equinox Church Street,Gyms,,949,0.0,0,https://www.yelp.com/biz/equinox-church-street-new-york
55-05 Myrtle Ave Ridgewood,Lucille Roberts - Myrtle Avenue,Gyms,,950,0.0,0,https://www.yelp.com/biz/lucille-roberts-myrtle-avenue-ridgewood
2333 Jericho Turnpike ,Orangetheory Fitness Garden City Park,"Boot Camps,Gyms,Trainers",,951,4.0,26,https://www.yelp.com/biz/orangetheory-fitness-garden-city-park-garden-city-park
 Chelsea,City Gym Boys,Gyms,,952,0.0,0,https://www.yelp.com/biz/city-gym-boys-new-york
555 5th Ave South Slope,Fifth Av Body Building Gym,Gyms,,953,0.0,0,https://www.yelp.com/biz/fifth-av-body-building-gym-brooklyn
200 John T O&amp;#39;Leary Blvd ,South Amboy YMCA,"Gyms,Child Care &amp; Day Care,Swimming Lessons/Schools",,954,5.0,4,https://www.yelp.com/biz/south-amboy-ymca-south-amboy
525 Cedar Hill Ave ,Pursuit Performance,"Gyms,Nutritionists,Trainers",,955,5.0,1,https://www.yelp.com/biz/pursuit-performance-wyckoff
70 Okner Pkwy ,Mission Fitness,Gyms,,956,5.0,9,https://www.yelp.com/biz/mission-fitness-livingston
603B Chestnut St ,Addicted to Fitness,"Gyms,Trainers",,957,5.0,2,https://www.yelp.com/biz/addicted-to-fitness-union
383 Long Beach Rd ,ESPN Fitness,"Gyms,Boot Camps,Trainers",,958,5.0,1,https://www.yelp.com/biz/espn-fitness-island-park
1275 Woodrow Rd Woodrow,Orangetheory Fitness Staten Island - Woodrow,"Trainers,Interval Training Gyms",,959,3.5,9,https://www.yelp.com/biz/orangetheory-fitness-staten-island-woodrow-staten-island
275 Pascack Rd ,Row House,Gyms,,960,5.0,5,https://www.yelp.com/biz/row-house-township-of-washington
555 5th Ave South Slope,Fifth Av Body Building Gym,Gyms,,961,0.0,0,https://www.yelp.com/biz/fifth-av-body-building-gym-brooklyn
200 John T O&amp;#39;Leary Blvd ,South Amboy YMCA,"Gyms,Child Care &amp; Day Care,Swimming Lessons/Schools",,962,5.0,4,https://www.yelp.com/biz/south-amboy-ymca-south-amboy
525 Cedar Hill Ave ,Pursuit Performance,"Gyms,Nutritionists,Trainers",,963,5.0,1,https://www.yelp.com/biz/pursuit-performance-wyckoff
70 Okner Pkwy ,Mission Fitness,Gyms,,964,5.0,9,https://www.yelp.com/biz/mission-fitness-livingston
603B Chestnut St ,Addicted to Fitness,"Gyms,Trainers",,965,5.0,2,https://www.yelp.com/biz/addicted-to-fitness-union
383 Long Beach Rd ,ESPN Fitness,"Gyms,Boot Camps,Trainers",,966,5.0,1,https://www.yelp.com/biz/espn-fitness-island-park
1275 Woodrow Rd Woodrow,Orangetheory Fitness Staten Island - Woodrow,"Trainers,Interval Training Gyms",,967,3.5,9,https://www.yelp.com/biz/orangetheory-fitness-staten-island-woodrow-staten-island
275 Pascack Rd ,Row House,Gyms,,968,5.0,5,https://www.yelp.com/biz/row-house-township-of-washington
605 N Macquesten Pkwy ,CrossFit Gotham,Interval Training Gyms,,969,3.5,11,https://www.yelp.com/biz/crossfit-gotham-mount-vernon-2
1319 Hempstead Tpke ,Valencia Fitness Club,"Gyms,Trainers,Yoga",,970,4.0,8,https://www.yelp.com/biz/valencia-fitness-club-elmont
179 Remsen St Brooklyn Heights,New York Sports Clubs - Temp. CLOSED,"Gyms,Sports Clubs,Trainers",,971,2.0,158,https://www.yelp.com/biz/new-york-sports-clubs-brooklyn-9
37 W 39th St Midtown West,Monkey Gym,Gyms,,972,0.0,0,https://www.yelp.com/biz/monkey-gym-new-york
381 State Rt 23 ,Spa 23 Fitness and Lifestyle,Gyms,,973,3.5,43,https://www.yelp.com/biz/spa-23-fitness-and-lifestyle-pompton-plains
39 Myrtle St ,X-tra Mile Fitness,"Boot Camps,Gyms,Trainers",,974,5.0,5,https://www.yelp.com/biz/x-tra-mile-fitness-cranford
